capability_area,family,method,path,domain,action,radius,recoverability,outward_facing
ticketing,Task List Templates,GET,/api/v2/task_list_templates/{task_list_template_id}/tasks,ticket,read,record,n/a,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id},ticket,read,record,n/a,
ticketing,Task Lists,PUT,/api/v2/task_lists/{task_list_id},ticket,write,record,reversible,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id}/task_items,ticket,read,record,n/a,
ticketing,Task Lists,POST,/api/v2/task_lists/{task_list_id}/task_items,ticket,write,record,reversible,
ticketing,Task Lists,DELETE,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},ticket,delete,record,recoverable-with-effort,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},ticket,read,record,n/a,
ticketing,Task Lists,PUT,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},ticket,write,record,reversible,
ticketing,Task Lists,GET,/api/v2/tickets/{ticket_id}/task_lists,ticket,read,record,n/a,
ticketing,Task Lists,POST,/api/v2/tickets/{ticket_id}/task_lists,ticket,write,record,reversible,
ticketing,Ticket Audits,GET,/api/v2/ticket_audits,ticket,read,record,n/a,
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits,ticket,read,record,n/a,
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits/count,ticket,read,record,n/a,
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits/{ticket_audit_id},ticket,read,record,n/a,
ticketing,Ticket Audits,PUT,/api/v2/tickets/{ticket_id}/audits/{ticket_audit_id}/make_private,ticket,write,record,reversible,
ticketing,Ticket Comments,PUT,/api/v2/chat_file_redactions/{ticket_id},ticket,write,record,reversible,
ticketing,Ticket Comments,PUT,/api/v2/chat_redactions/{ticket_id},ticket,write,record,reversible,
ticketing,Ticket Comments,PUT,/api/v2/comment_redactions/{ticket_comment_id},ticket,write,record,reversible,
ticketing,Ticket Comments,GET,/api/v2/tickets/{ticket_id}/comments,ticket,read,record,n/a,
ticketing,Ticket Comments,GET,/api/v2/tickets/{ticket_id}/comments/count,ticket,read,record,n/a,
ticketing,Ticket Comments,PUT,/api/v2/tickets/{ticket_id}/comments/{ticket_comment_id}/make_private,ticket,write,record,reversible,
ticketing,Ticket Comments,PUT,/api/v2/tickets/{ticket_id}/comments/{ticket_comment_id}/redact,ticket,write,record,reversible,
ticketing,Ticket Content Pins,GET,/api/v2/ticket_content_pins,ticket,read,record,n/a,
ticketing,Ticket Content Pins,POST,/api/v2/ticket_content_pins,ticket,write,record,reversible,
ticketing,Ticket Content Pins,DELETE,/api/v2/ticket_content_pins/{content_pin_id},ticket,delete,record,recoverable-with-effort,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields,admin,read,config,n/a,
ticketing,Ticket Fields,POST,/api/v2/ticket_fields,admin,write,config,reversible,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/count,admin,read,config,n/a,
ticketing,Ticket Fields,PUT,/api/v2/ticket_fields/reorder,admin,write,config,reversible,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/show_many,admin,read,config,n/a,
ticketing,Ticket Fields,DELETE,/api/v2/ticket_fields/{ticket_field_id},admin,delete,config,recoverable-with-effort,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id},admin,read,config,n/a,
ticketing,Ticket Fields,PUT,/api/v2/ticket_fields/{ticket_field_id},admin,write,config,reversible,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id}/options,admin,read,config,n/a,
ticketing,Ticket Fields,POST,/api/v2/ticket_fields/{ticket_field_id}/options,admin,write,config,reversible,
ticketing,Ticket Fields,DELETE,/api/v2/ticket_fields/{ticket_field_id}/options/{ticket_field_option_id},admin,delete,config,recoverable-with-effort,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id}/options/{ticket_field_option_id},admin,read,config,n/a,
ticketing,Ticket Form Statuses,GET,/api/v2/ticket_form_statuses,admin,read,config,n/a,
ticketing,Ticket Form Statuses,GET,/api/v2/ticket_form_statuses/show_many,admin,read,config,n/a,
ticketing,Ticket Form Statuses,DELETE,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,admin,delete,config,recoverable-with-effort,
ticketing,Ticket Form Statuses,DELETE,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses/{ticket_form_status_id},admin,delete,config,recoverable-with-effort,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms,admin,read,config,n/a,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms,admin,write,config,reversible,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/reorder,admin,write,config,reversible,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/show_many,admin,read,config,n/a,
ticketing,Ticket Forms,DELETE,/api/v2/ticket_forms/{ticket_form_id},admin,delete,config,recoverable-with-effort,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/{ticket_form_id},admin,read,config,n/a,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id},admin,write,config,reversible,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms/{ticket_form_id}/clone,admin,write,config,reversible,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,admin,read,config,n/a,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,admin,write,config,reversible,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,admin,write,config,reversible,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses/{ticket_form_status_id},admin,write,config,reversible,
ticketing,Ticket Import,POST,/api/v2/imports/tickets,ticket,write,bulk,reversible,
ticketing,Ticket Import,POST,/api/v2/imports/tickets/create_many,ticket,write,bulk,reversible,
ticketing,Ticket Metric Events,GET,/api/v2/incremental/ticket_metric_events,ticket,read,record,n/a,
ticketing,Ticket Metrics,GET,/api/v2/ticket_metrics,ticket,read,record,n/a,
ticketing,Ticket Metrics,GET,/api/v2/ticket_metrics/{ticket_metric_id},ticket,read,record,n/a,
ticketing,Ticket Metrics,GET,/api/v2/tickets/{ticket_id}/metrics,ticket,read,record,n/a,
ticketing,Ticket Skips,GET,/api/v2/skips,ticket,read,record,n/a,
ticketing,Ticket Skips,POST,/api/v2/skips,ticket,write,record,reversible,
ticketing,Ticket Skips,GET,/api/v2/tickets/{ticket_id}/skips,ticket,read,record,n/a,
ticketing,Ticket Skips,GET,/api/v2/users/{user_id}/skips,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/deleted_tickets,ticket,read,record,n/a,
ticketing,Tickets,DELETE,/api/v2/deleted_tickets/destroy_many,ticket,delete,bulk,irreversible-permanent,
ticketing,Tickets,PUT,/api/v2/deleted_tickets/restore_many,ticket,write,bulk,irreversible-permanent,
ticketing,Tickets,DELETE,/api/v2/deleted_tickets/{ticket_id},ticket,delete,record,irreversible-permanent,
ticketing,Tickets,PUT,/api/v2/deleted_tickets/{ticket_id}/restore,ticket,write,record,irreversible-permanent,
ticketing,Tickets,GET,/api/v2/organizations/{organization_id}/tickets,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/organizations/{organization_id}/tickets/count,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/problems,ticket,read,record,n/a,
ticketing,Tickets,POST,/api/v2/problems/autocomplete,ticket,write,record,reversible,
ticketing,Tickets,GET,/api/v2/tickets,ticket,read,record,n/a,
ticketing,Tickets,POST,/api/v2/tickets,ticket,write,record,reversible,
ticketing,Tickets,GET,/api/v2/tickets/count,ticket,read,record,n/a,
ticketing,Tickets,POST,/api/v2/tickets/create_many,ticket,write,bulk,reversible,
ticketing,Tickets,DELETE,/api/v2/tickets/destroy_many,ticket,delete,bulk,recoverable-with-effort,
ticketing,Tickets,PUT,/api/v2/tickets/mark_many_as_spam,ticket,write,bulk,reversible,
ticketing,Tickets,GET,/api/v2/tickets/messaging/conversations/{conversation_id}/ticket,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/tickets/recent,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/tickets/show_many,ticket,read,bulk,n/a,
ticketing,Tickets,PUT,/api/v2/tickets/update_many,ticket,write,bulk,reversible,
ticketing,Tickets,DELETE,/api/v2/tickets/{ticket_id},ticket,delete,record,recoverable-with-effort,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id},ticket,read,record,n/a,
ticketing,Tickets,PUT,/api/v2/tickets/{ticket_id},ticket,write,record,reversible,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/collaborators,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/email_ccs,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/followers,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/incidents,ticket,read,record,n/a,
ticketing,Tickets,PUT,/api/v2/tickets/{ticket_id}/mark_as_spam,ticket,write,record,irreversible,
ticketing,Tickets,POST,/api/v2/tickets/{ticket_id}/merge,ticket,write,record,irreversible,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/related,ticket,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/assigned,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/assigned/count,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/ccd,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/ccd/count,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/followed,people,read,record,n/a,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/requested,people,read,record,n/a,
ticketing,Trigger Categories,GET,/api/v2/trigger_categories,admin,read,config,n/a,
ticketing,Trigger Categories,POST,/api/v2/trigger_categories,admin,write,config,reversible,
ticketing,Trigger Categories,POST,/api/v2/trigger_categories/jobs,admin,write,config,reversible,
ticketing,Trigger Categories,DELETE,/api/v2/trigger_categories/{trigger_category_id},admin,delete,config,recoverable-with-effort,
ticketing,Trigger Categories,GET,/api/v2/trigger_categories/{trigger_category_id},admin,read,config,n/a,
ticketing,Trigger Categories,PATCH,/api/v2/trigger_categories/{trigger_category_id},admin,write,config,reversible,
ticketing,Triggers,GET,/api/v2/triggers,admin,read,config,n/a,
ticketing,Triggers,POST,/api/v2/triggers,admin,write,config,reversible,
ticketing,Triggers,GET,/api/v2/triggers/active,admin,read,config,n/a,
ticketing,Triggers,GET,/api/v2/triggers/definitions,admin,read,config,n/a,
ticketing,Triggers,DELETE,/api/v2/triggers/destroy_many,admin,delete,config,recoverable-with-effort,
ticketing,Triggers,GET,/api/v2/triggers/limits,admin,read,config,n/a,
ticketing,Triggers,PUT,/api/v2/triggers/reorder,admin,write,config,reversible,
ticketing,Triggers,GET,/api/v2/triggers/search,admin,read,config,n/a,
ticketing,Triggers,PUT,/api/v2/triggers/update_many,admin,write,config,reversible,
ticketing,Triggers,POST,/api/v2/triggers/validate,admin,write,config,reversible,
ticketing,Triggers,DELETE,/api/v2/triggers/{trigger_id},admin,delete,config,recoverable-with-effort,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id},admin,read,config,n/a,
ticketing,Triggers,PUT,/api/v2/triggers/{trigger_id},admin,write,config,reversible,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id}/revisions,admin,read,config,n/a,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id}/revisions/{trigger_revision_id},admin,read,config,n/a,
ticketing,User Fields,GET,/api/v2/user_fields,admin,read,config,n/a,
ticketing,User Fields,POST,/api/v2/user_fields,admin,write,config,reversible,
ticketing,User Fields,PUT,/api/v2/user_fields/reorder,admin,write,config,reversible,
ticketing,User Fields,GET,/api/v2/user_fields/show_many,admin,read,config,n/a,
ticketing,User Fields,DELETE,/api/v2/user_fields/{user_field_id},admin,delete,config,recoverable-with-effort,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id},admin,read,config,n/a,
ticketing,User Fields,PUT,/api/v2/user_fields/{user_field_id},admin,write,config,reversible,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id}/options,admin,read,config,n/a,
ticketing,User Fields,POST,/api/v2/user_fields/{user_field_id}/options,admin,write,config,reversible,
ticketing,User Fields,DELETE,/api/v2/user_fields/{user_field_id}/options/{user_field_option_id},admin,delete,config,recoverable-with-effort,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id}/options/{user_field_option_id},admin,read,config,n/a,
ticketing,User Identities,GET,/api/v2/end_users/{user_id}/identities,people,read,record,n/a,
ticketing,User Identities,POST,/api/v2/end_users/{user_id}/identities,people,write,record,reversible,
ticketing,User Identities,DELETE,/api/v2/end_users/{user_id}/identities/{user_identity_id},people,delete,record,recoverable-with-effort,
ticketing,User Identities,GET,/api/v2/end_users/{user_id}/identities/{user_identity_id},people,read,record,n/a,
ticketing,User Identities,PUT,/api/v2/end_users/{user_id}/identities/{user_identity_id}/make_primary,people,write,record,reversible,
ticketing,User Identities,PUT,/api/v2/end_users/{user_id}/identities/{user_identity_id}/request_verification,people,write,record,reversible,
ticketing,User Identities,GET,/api/v2/users/{user_id}/identities,people,read,record,n/a,
ticketing,User Identities,POST,/api/v2/users/{user_id}/identities,people,write,record,reversible,
ticketing,User Identities,DELETE,/api/v2/users/{user_id}/identities/{user_identity_id},people,delete,record,recoverable-with-effort,
ticketing,User Identities,GET,/api/v2/users/{user_id}/identities/{user_identity_id},people,read,record,n/a,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id},people,write,record,reversible,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/make_primary,people,write,record,reversible,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/request_verification,people,write,record,reversible,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/verify,people,write,record,reversible,
ticketing,User Passwords,POST,/api/v2/users/{user_id}/password,people,write,record,reversible,
ticketing,User Passwords,PUT,/api/v2/users/{user_id}/password,people,write,record,reversible,
ticketing,User Passwords,GET,/api/v2/users/{user_id}/password/requirements,people,read,record,n/a,
ticketing,Users,GET,/api/v2/deleted_users,ticket,read,record,n/a,
ticketing,Users,GET,/api/v2/deleted_users/count,ticket,read,record,irreversible-permanent,
ticketing,Users,DELETE,/api/v2/deleted_users/{deleted_user_id},ticket,delete,record,irreversible-permanent,
ticketing,Users,GET,/api/v2/deleted_users/{deleted_user_id},ticket,read,record,irreversible-permanent,
ticketing,Users,GET,/api/v2/groups/{group_id}/users,people,read,record,n/a,
ticketing,Users,GET,/api/v2/groups/{group_id}/users/count,people,read,record,n/a,
ticketing,Users,GET,/api/v2/organizations/{organization_id}/users,people,read,record,n/a,
ticketing,Users,GET,/api/v2/organizations/{organization_id}/users/count,people,read,record,n/a,
ticketing,Users,GET,/api/v2/users,people,read,record,n/a,
ticketing,Users,POST,/api/v2/users,people,write,record,reversible,
ticketing,Users,GET,/api/v2/users/autocomplete,people,read,record,n/a,
ticketing,Users,POST,/api/v2/users/autocomplete,people,write,record,reversible,
ticketing,Users,GET,/api/v2/users/count,people,read,record,n/a,
ticketing,Users,POST,/api/v2/users/create_many,people,write,bulk,reversible,
ticketing,Users,POST,/api/v2/users/create_or_update,people,write,record,reversible,
ticketing,Users,POST,/api/v2/users/create_or_update_many,people,write,bulk,reversible,
ticketing,Users,DELETE,/api/v2/users/destroy_many,people,delete,bulk,recoverable-with-effort,
ticketing,Users,POST,/api/v2/users/logout_many,people,write,bulk,reversible,
ticketing,Users,GET,/api/v2/users/me,people,read,record,n/a,
ticketing,Users,GET,/api/v2/users/me/settings,people,read,record,n/a,
ticketing,Users,PUT,/api/v2/users/me/settings,people,write,record,reversible,
ticketing,Users,POST,/api/v2/users/request_create,people,write,record,reversible,
ticketing,Users,GET,/api/v2/users/search,people,read,record,n/a,
ticketing,Users,GET,/api/v2/users/show_many,people,read,bulk,n/a,
ticketing,Users,PUT,/api/v2/users/update_many,people,write,bulk,reversible,
ticketing,Users,DELETE,/api/v2/users/{user_id},people,delete,record,recoverable-with-effort,
ticketing,Users,GET,/api/v2/users/{user_id},people,read,record,n/a,
ticketing,Users,PUT,/api/v2/users/{user_id},people,write,record,reversible,
ticketing,Users,GET,/api/v2/users/{user_id}/compliance_deletion_statuses,people,read,record,n/a,
ticketing,Users,GET,/api/v2/users/{user_id}/entitlements/full,people,read,record,n/a,
ticketing,Users,PUT,/api/v2/users/{user_id}/merge,people,write,record,irreversible,
ticketing,Users,GET,/api/v2/users/{user_id}/related,people,read,record,n/a,
ticketing,Views,GET,/api/v2/views,admin,read,config,n/a,
ticketing,Views,POST,/api/v2/views,admin,write,config,reversible,
ticketing,Views,GET,/api/v2/views/active,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/compact,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/count,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/count_many,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/definitions,admin,read,config,n/a,
ticketing,Views,DELETE,/api/v2/views/destroy_many,admin,delete,config,recoverable-with-effort,
ticketing,Views,POST,/api/v2/views/preview,admin,write,config,reversible,
ticketing,Views,POST,/api/v2/views/preview/count,admin,write,config,reversible,
ticketing,Views,GET,/api/v2/views/search,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/show_many,admin,read,config,n/a,
ticketing,Views,PUT,/api/v2/views/update_many,admin,write,config,reversible,
ticketing,Views,DELETE,/api/v2/views/{view_id},admin,delete,config,recoverable-with-effort,
ticketing,Views,GET,/api/v2/views/{view_id},admin,read,config,n/a,
ticketing,Views,PUT,/api/v2/views/{view_id},admin,write,config,reversible,
ticketing,Views,GET,/api/v2/views/{view_id}/count,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/{view_id}/execute,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/{view_id}/export,admin,read,config,n/a,
ticketing,Views,GET,/api/v2/views/{view_id}/tickets,admin,read,config,n/a,
ticketing,Workspaces,GET,/api/v2/workspaces,ticket,read,record,n/a,
ticketing,Workspaces,POST,/api/v2/workspaces,ticket,write,record,reversible,
ticketing,Workspaces,DELETE,/api/v2/workspaces/destroy_many,ticket,delete,bulk,recoverable-with-effort,
ticketing,Workspaces,PUT,/api/v2/workspaces/reorder,ticket,write,record,reversible,
ticketing,Workspaces,DELETE,/api/v2/workspaces/{workspace_id},ticket,delete,record,recoverable-with-effort,
ticketing,Workspaces,GET,/api/v2/workspaces/{workspace_id},ticket,read,record,n/a,
ticketing,Workspaces,PUT,/api/v2/workspaces/{workspace_id},ticket,write,record,reversible,
ticketing,X Channel,GET,/api/v2/channels/twitter/monitored_twitter_handles,ticket,read,record,n/a,
ticketing,X Channel,GET,/api/v2/channels/twitter/monitored_twitter_handles/{monitored_twitter_handle_id},ticket,read,record,n/a,
ticketing,X Channel,POST,/api/v2/channels/twitter/tickets,ticket,write,record,reversible,
ticketing,X Channel,GET,/api/v2/channels/twitter/tickets/{comment_id}/statuses,ticket,read,record,n/a,
