capability,family,method,path,operation_id,summary,paging,deprecated,sideload
ticketing,Organization Subscriptions,POST,/api/v2/organization_subscriptions,CreateOrganizationSubscription,Create Organization Subscription,,,
ticketing,Organization Subscriptions,DELETE,/api/v2/organization_subscriptions/{organization_subscription_id},DeleteOrganizationSubscription,Delete Organization Subscription,,,
ticketing,Organization Subscriptions,GET,/api/v2/organization_subscriptions/{organization_subscription_id},ShowOrganizationSubscription,Show Organization Subscription,,,
ticketing,Organization Subscriptions,GET,/api/v2/organizations/{organization_id}/subscriptions,ListOrganizationSubscriptionsByOrganization,List Subscriptions By Organization,,,
ticketing,Organization Subscriptions,GET,/api/v2/users/{user_id}/organization_subscriptions,ListUserOrganizationSubscriptions,List User's Organization Subscriptions,,,
ticketing,Organizations,GET,/api/v2/organization_merges/{organization_merge_id},ShowOrganizationMerge,Show Organization Merge,,,
ticketing,Organizations,GET,/api/v2/organizations,ListOrganizations,List Organizations,dual,,
ticketing,Organizations,POST,/api/v2/organizations,CreateOrganization,Create Organization,,,
ticketing,Organizations,GET,/api/v2/organizations/autocomplete,AutocompleteOrganizations,Autocomplete Organizations,,,
ticketing,Organizations,GET,/api/v2/organizations/count,CountOrganizations,Count Organizations,,,
ticketing,Organizations,POST,/api/v2/organizations/create_many,CreateManyOrganizations,Create Many Organizations,,,
ticketing,Organizations,POST,/api/v2/organizations/create_or_update,CreateOrUpdateOrganization,Create Or Update Organization,,,
ticketing,Organizations,DELETE,/api/v2/organizations/destroy_many,DeleteManyOrganizations,Bulk Delete Organizations,,,
ticketing,Organizations,GET,/api/v2/organizations/search,SearchOrganizations,Search Organizations,,,
ticketing,Organizations,GET,/api/v2/organizations/show_many,ShowManyOrganizations,Show Many Organizations,,,
ticketing,Organizations,PUT,/api/v2/organizations/update_many,UpdateManyOrganizations,Update Many Organizations,,,
ticketing,Organizations,DELETE,/api/v2/organizations/{organization_id},DeleteOrganization,Delete Organization,,,
ticketing,Organizations,GET,/api/v2/organizations/{organization_id},ShowOrganization,Show Organization,,,yes
ticketing,Organizations,PUT,/api/v2/organizations/{organization_id},UpdateOrganization,Update Organization,,,
ticketing,Organizations,POST,/api/v2/organizations/{organization_id}/merge,CreateOrganizationMerge,Merge Organization With Another Organization,,,
ticketing,Organizations,GET,/api/v2/organizations/{organization_id}/merges,ListOrganizationMerges,List Organization Merges,,,
ticketing,Organizations,GET,/api/v2/organizations/{organization_id}/related,OrganizationRelated,Show Organization's Related Information,,,
ticketing,Organizations,GET,/api/v2/users/{user_id}/organizations,ListUserOrganizations,List User Organizations,dual,,
ticketing,Organizations,GET,/api/v2/users/{user_id}/organizations/count,CountUserOrganizations,Count User's Organizations,,,
ticketing,Push Notification Devices,POST,/api/v2/push_notification_devices/destroy_many,PushNotificationDevices,Bulk Unregister Push Notification Devices,,,
ticketing,Remote Authentications,GET,/api/v2/remote_authentications,ListRemoteAuthentications,List Remote Authentications,,,
ticketing,Requests,GET,/api/v2/organizations/{organization_id}/requests,ListOrganizationRequests,List Organization Requests,,,
ticketing,Requests,GET,/api/v2/requests,ListRequests,List Requests,dual,,
ticketing,Requests,POST,/api/v2/requests,CreateRequest,Create Request,,,
ticketing,Requests,GET,/api/v2/requests/ccd,ListCCDRequests,List CCD Requests,,,
ticketing,Requests,GET,/api/v2/requests/open,ListOpenRequests,List Open Requests,,,
ticketing,Requests,GET,/api/v2/requests/search,SearchRequests,Search Requests,,,
ticketing,Requests,GET,/api/v2/requests/solved,ListSolvedRequests,List Solved Requests,,,
ticketing,Requests,GET,/api/v2/requests/{request_id},ShowRequest,Show Request,,,
ticketing,Requests,PUT,/api/v2/requests/{request_id},UpdateRequest,Update Request,,,
ticketing,Requests,GET,/api/v2/requests/{request_id}/comments,ListComments,Listing Comments,,,
ticketing,Requests,GET,/api/v2/requests/{request_id}/comments/{ticket_comment_id},ShowComment,Getting Comments,,,
ticketing,Requests,GET,/api/v2/users/{user_id}/requests,ListUserRequests,List User Requests,,,
ticketing,Reseller,POST,/api/v2/accounts,CreateTrialAccount,Create Trial Account,,,
ticketing,Reseller,GET,/api/v2/accounts/available,VerifySubdomainAvailability,Verify Subdomain Availability,,,
ticketing,Resource Collections,GET,/api/v2/resource_collections,ListResourceCollections,List Resource Collections,offset,,
ticketing,Resource Collections,POST,/api/v2/resource_collections,CreateResourceCollection,Create Resource Collection,,,
ticketing,Resource Collections,DELETE,/api/v2/resource_collections/{resource_collection_id},DeleteResourceCollection,Delete Resource Collection,,,
ticketing,Resource Collections,GET,/api/v2/resource_collections/{resource_collection_id},RetrieveResourceCollection,Show Resource Collection,,,
ticketing,Resource Collections,PUT,/api/v2/resource_collections/{resource_collection_id},UpdateResourceCollection,Update Resource Collection,,,
ticketing,SLA Policies,GET,/api/v2/slas/policies,ListSLAPolicies,List SLA Policies,,,
ticketing,SLA Policies,POST,/api/v2/slas/policies,CreateSLAPolicy,Create SLA Policy,,,
ticketing,SLA Policies,GET,/api/v2/slas/policies/definitions,RetrieveSLAPolicyFilterDefinitionItems,Retrieve Supported Filter Definition Items,,,
ticketing,SLA Policies,PUT,/api/v2/slas/policies/reorder,ReorderSLAPolicies,Reorder SLA Policies,,,
ticketing,SLA Policies,DELETE,/api/v2/slas/policies/{sla_policy_id},DeleteSLAPolicy,Delete SLA Policy,,,
ticketing,SLA Policies,GET,/api/v2/slas/policies/{sla_policy_id},ShowSLAPolicy,Show SLA Policy,,,
ticketing,SLA Policies,PUT,/api/v2/slas/policies/{sla_policy_id},UpdateSLAPolicy,Update SLA Policy,,,
ticketing,Satisfaction Ratings,GET,/api/v2/satisfaction_ratings,ListSatisfactionRatings,List Satisfaction Ratings,dual,,
ticketing,Satisfaction Ratings,GET,/api/v2/satisfaction_ratings/count,CountSatisfactionRatings,Count Satisfaction Ratings,,,
ticketing,Satisfaction Ratings,GET,/api/v2/satisfaction_ratings/{satisfaction_rating_id},ShowSatisfactionRating,Show Satisfaction Rating,,,
ticketing,Satisfaction Ratings,POST,/api/v2/tickets/{ticket_id}/satisfaction_rating,CreateTicketSatisfactionRating,Create a Satisfaction Rating,,,
ticketing,Satisfaction Reasons,GET,/api/v2/satisfaction_reasons,ListSatisfactionRatingReasons,List Reasons for Satisfaction Rating,,,
ticketing,Satisfaction Reasons,GET,/api/v2/satisfaction_reasons/{satisfaction_reason_id},ShowSatisfactionRatings,Show Reason for Satisfaction Rating,,,
ticketing,Saved Searches,GET,/api/v2/saved_searches,ListSavedSearches,List Saved Searches,,,
ticketing,Saved Searches,POST,/api/v2/saved_searches,CreateSavedSearch,Create Saved Search,,,
ticketing,Saved Searches,DELETE,/api/v2/saved_searches/{id},DeleteSavedSearch,Delete Saved Search,,,
ticketing,Saved Searches,PUT,/api/v2/saved_searches/{id},UpdateSavedSearch,Update Saved Search,,,
ticketing,Search,GET,/api/v2/search,ListSearchResults,List Search Results,,,yes
ticketing,Search,GET,/api/v2/search/count,CountSearchResults,Show Results Count,,,
ticketing,Search,GET,/api/v2/search/export,ExportSearchResults,Export Search Results,,,yes
ticketing,Security Settings,GET,/api/v2/security_settings,ShowSecuritySettings,Show Security Settings,,,
ticketing,Sessions,GET,/api/v2/sessions,ListSessions,List Sessions,cursor,,
ticketing,Sessions,DELETE,/api/v2/users/me/logout,DeleteAuthenticatedSession,Delete the Authenticated Session,,,
ticketing,Sessions,GET,/api/v2/users/me/session,ShowCurrentlyAuthenticatedSession,Show the Currently Authenticated Session,,,
ticketing,Sessions,GET,/api/v2/users/me/session/renew,RenewCurrentSession,Renew the current session,,,
ticketing,Sessions,DELETE,/api/v2/users/{user_id}/sessions,BulkDeleteSessionsByUserId,Bulk Delete Sessions,,,
ticketing,Sessions,GET,/api/v2/users/{user_id}/sessions,ListUserSessions,List Sessions for User,,,
ticketing,Sessions,DELETE,/api/v2/users/{user_id}/sessions/{session_id},DeleteSession,Delete Session,,,
ticketing,Sessions,GET,/api/v2/users/{user_id}/sessions/{session_id},ShowSession,Show Session,,,
ticketing,Sharing Agreements,GET,/api/v2/sharing_agreements,ListSharingAgreements,List Sharing Agreements,,,
ticketing,Sharing Agreements,POST,/api/v2/sharing_agreements,CreateSharingAgreement,Create Sharing Agreement,,,
ticketing,Sharing Agreements,DELETE,/api/v2/sharing_agreements/{sharing_agreement_id},DeleteSharingAgreement,Delete a Sharing Agreement,,,
ticketing,Sharing Agreements,GET,/api/v2/sharing_agreements/{sharing_agreement_id},ShowSharingAgreement,Show a Sharing Agreement,,,
ticketing,Sharing Agreements,PUT,/api/v2/sharing_agreements/{sharing_agreement_id},UpdateSharingAgreement,Update a Sharing Agreement,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/agents/instance_values,ListManyAgentsAttributeValues,List Attribute Values for Many Agents,,,
ticketing,Skill Based Routing,POST,/api/v2/routing/agents/instance_values/jobs,BulkSetAgentAttributeValuesJob,Bulk Set Agent Attribute Values Jobs,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/agents/{user_id}/instance_values,ListAGentAttributeValues,List Agent Attribute Values,,,
ticketing,Skill Based Routing,POST,/api/v2/routing/agents/{user_id}/instance_values,SetAgentAttributeValues,Set Agent Attribute Values,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/attributes,ListAccountAttributes,List Account Attributes,,,yes
ticketing,Skill Based Routing,POST,/api/v2/routing/attributes,CreateAttribute,Create Attribute,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/attributes/definitions,ListRoutingAttributeDefinitions,List Routing Attribute Definitions,,,
ticketing,Skill Based Routing,DELETE,/api/v2/routing/attributes/{attribute_id},DeleteAttribute,Delete Attribute,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/attributes/{attribute_id},ShowAttribute,Show Attribute,,,
ticketing,Skill Based Routing,PUT,/api/v2/routing/attributes/{attribute_id},UpdateAttribute,Update Attribute,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/attributes/{attribute_id}/values,ListAttributeValues,List Attribute Values for an Attribute,,,
ticketing,Skill Based Routing,POST,/api/v2/routing/attributes/{attribute_id}/values,CreateAttributeValue,Create Attribute Value,,,
ticketing,Skill Based Routing,DELETE,/api/v2/routing/attributes/{attribute_id}/values/{attribute_value_id},DeleteAttributeValue,Delete Attribute Value,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/attributes/{attribute_id}/values/{attribute_value_id},ShowAttributeValue,Show Attribute Value,,,
ticketing,Skill Based Routing,PATCH,/api/v2/routing/attributes/{attribute_id}/values/{attribute_value_id},UpdateAttributeValue,Update Attribute Value,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/requirements/fulfilled,ListTicketsFullfilledByUser,List Tickets Fulfilled by a User,,,
ticketing,Skill Based Routing,GET,/api/v2/routing/tickets/{ticket_id}/instance_values,ListTicketAttributeValues,List Ticket Attribute Values,,,
ticketing,Skill Based Routing,POST,/api/v2/routing/tickets/{ticket_id}/instance_values,SetTicketAttributeValues,Set Ticket Attribute Values,,,
ticketing,Support Addresses,GET,/api/v2/recipient_addresses,ListSupportAddresses,List Support Addresses,dual,,yes
ticketing,Support Addresses,POST,/api/v2/recipient_addresses,CreateSupportAddress,Create Support Address,,,
ticketing,Support Addresses,DELETE,/api/v2/recipient_addresses/{support_address_id},DeleteRecipientAddress,Delete Support Address,,,
ticketing,Support Addresses,GET,/api/v2/recipient_addresses/{support_address_id},ShowSupportAddress,Show Support Address,,,
ticketing,Support Addresses,PUT,/api/v2/recipient_addresses/{support_address_id},UpdateSupportAddress,Update Support Address,,,
ticketing,Support Addresses,PUT,/api/v2/recipient_addresses/{support_address_id}/verify,VerifySupportAddressForwarding,Verify Support Address Forwarding,,,
ticketing,Suspended Tickets,GET,/api/v2/suspended_tickets,ListSuspendedTickets,List Suspended Tickets,dual,,
ticketing,Suspended Tickets,POST,/api/v2/suspended_tickets/attachments,SuspendedTicketsAttachments,Suspended Ticket Attachments,,,
ticketing,Suspended Tickets,PUT,/api/v2/suspended_tickets/bulk_recover,BulkRecoverSuspendedTickets,Bulk Recover Suspended Tickets,,,
ticketing,Suspended Tickets,DELETE,/api/v2/suspended_tickets/destroy_many,DeleteSuspendedTickets,Delete Multiple Suspended Tickets,,,
ticketing,Suspended Tickets,POST,/api/v2/suspended_tickets/export,ExportSuspendedTickets,Export Suspended Tickets,,,
ticketing,Suspended Tickets,PUT,/api/v2/suspended_tickets/recover_many,RecoverSuspendedTickets,Recover Multiple Suspended Tickets,,,
ticketing,Suspended Tickets,DELETE,/api/v2/suspended_tickets/{id},DeleteSuspendedTicket,Delete Suspended Ticket,,,
ticketing,Suspended Tickets,GET,/api/v2/suspended_tickets/{id},ShowSuspendedTickets,Show Suspended Ticket,,,
ticketing,Suspended Tickets,PUT,/api/v2/suspended_tickets/{id}/recover,RecoverSuspendedTicket,Recover Suspended Ticket,,,
ticketing,Tags,GET,/api/v2/autocomplete/tags,AutocompleteTags,Search Tags,,,
ticketing,Tags,POST,/api/v2/autocomplete/tags,AutocompleteTagsPost,Search Tags by Request Body,offset,,
ticketing,Tags,DELETE,/api/v2/organizations/{organization_id}/tags,RemoveOrganizationTags,Remove Organization Tags,,,
ticketing,Tags,GET,/api/v2/organizations/{organization_id}/tags,ListOrganizationTags,List Organization Tags,,,
ticketing,Tags,POST,/api/v2/organizations/{organization_id}/tags,SetOrganizationTags,Set Organization Tags,,,
ticketing,Tags,PUT,/api/v2/organizations/{organization_id}/tags,AddOrganizationTags,Add Organization Tags,,,
ticketing,Tags,GET,/api/v2/tags,ListTags,List Tags,dual,,
ticketing,Tags,GET,/api/v2/tags/count,CountTags,Count Tags,,,
ticketing,Tags,DELETE,/api/v2/tickets/{ticket_id}/tags,DeleteTagsTicket,Remove Tags,,,
ticketing,Tags,GET,/api/v2/tickets/{ticket_id}/tags,ListResourceTags,List Resource Tags,,,
ticketing,Tags,POST,/api/v2/tickets/{ticket_id}/tags,SetTagsTicket,Set Tags,,,
ticketing,Tags,PUT,/api/v2/tickets/{ticket_id}/tags,PutTagsTicket,Add Tags,,,
ticketing,Tags,DELETE,/api/v2/users/{user_id}/tags,DeleteUserTags,Remove User Tags,,,
ticketing,Tags,GET,/api/v2/users/{user_id}/tags,ListUserTags,List User Tags,,,
ticketing,Tags,POST,/api/v2/users/{user_id}/tags,SetUserTags,Set User Tags,,,
ticketing,Tags,PUT,/api/v2/users/{user_id}/tags,PutUserTags,Add User Tags,,,
ticketing,Target Failures,GET,/api/v2/target_failures,ListTargetFailures,List Target Failures,,,
ticketing,Target Failures,GET,/api/v2/target_failures/{target_failure_id},ShowTargetFailure,Show Target Failure,,,
ticketing,Targets,GET,/api/v2/targets,ListTargets,List Targets,,,
ticketing,Targets,POST,/api/v2/targets,CreateTarget,Create Target,,,
ticketing,Targets,DELETE,/api/v2/targets/{target_id},DeleteTarget,Delete Target,,,
ticketing,Targets,GET,/api/v2/targets/{target_id},ShowTarget,Show Target,,,
ticketing,Targets,PUT,/api/v2/targets/{target_id},UpdateTarget,Update Target,,,
ticketing,Task List Templates,GET,/api/v2/task_list_templates,ListTaskListTemplates,List Task List Templates,,,
ticketing,Task List Templates,POST,/api/v2/task_list_templates,CreateTaskListTemplate,Create Task List Template,,,
ticketing,Task List Templates,DELETE,/api/v2/task_list_templates/{task_list_template_id},DeleteTaskListTemplate,Delete Task List Template,,,
ticketing,Task List Templates,GET,/api/v2/task_list_templates/{task_list_template_id},ShowTaskListTemplate,Show Task List Template,,,
ticketing,Task List Templates,PUT,/api/v2/task_list_templates/{task_list_template_id},UpdateTaskListTemplate,Update Task List Template,,,
ticketing,Task List Templates,GET,/api/v2/task_list_templates/{task_list_template_id}/tasks,GetTasksByTaskListTemplateId,Get Tasks by Task List Template Id,,,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id},ShowTaskListInstance,Show Task List,,,
ticketing,Task Lists,PUT,/api/v2/task_lists/{task_list_id},UpdateCustomTaskList,Update Custom Task List,,,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id}/task_items,ListTaskItems,List Task Items,,,
ticketing,Task Lists,POST,/api/v2/task_lists/{task_list_id}/task_items,CreateCustomTaskItem,Create Custom Task Item,,,
ticketing,Task Lists,DELETE,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},DeleteCustomTaskItem,Delete Custom Task Item,,,
ticketing,Task Lists,GET,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},ShowTaskItem,Show Task Item,,,
ticketing,Task Lists,PUT,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},UpdateTaskItem,Update Task Item,,,
ticketing,Task Lists,GET,/api/v2/tickets/{ticket_id}/task_lists,ShowTaskListsForTicket,Show Task Lists for Ticket,,,
ticketing,Task Lists,POST,/api/v2/tickets/{ticket_id}/task_lists,CreateTaskList,Create Task List,,,
ticketing,Ticket Audits,GET,/api/v2/ticket_audits,ListTicketAudits,List All Ticket Audits,,,
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits,ListAuditsForTicket,List Audits for a Ticket,dual,,yes
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits/count,CountAuditsForTicket,Count Audits for a Ticket,,,
ticketing,Ticket Audits,GET,/api/v2/tickets/{ticket_id}/audits/{ticket_audit_id},ShowTicketAudit,Show Audit,,,
ticketing,Ticket Audits,PUT,/api/v2/tickets/{ticket_id}/audits/{ticket_audit_id}/make_private,MakeTicketCommentPrivateFromAudits,Change a Comment From Public To Private,,,
ticketing,Ticket Comments,PUT,/api/v2/chat_file_redactions/{ticket_id},RedactChatCommentAttachment,Redact Chat Comment Attachment,,,
ticketing,Ticket Comments,PUT,/api/v2/chat_redactions/{ticket_id},RedactChatComment,Redact Chat Comment,,,
ticketing,Ticket Comments,PUT,/api/v2/comment_redactions/{ticket_comment_id},RedactTicketCommentInAgentWorkspace,Redact Ticket Comment In Agent Workspace,,,
ticketing,Ticket Comments,GET,/api/v2/tickets/{ticket_id}/comments,ListTicketComments,List Comments,cursor,,yes
ticketing,Ticket Comments,GET,/api/v2/tickets/{ticket_id}/comments/count,CountTicketComments,Count Ticket Comments,,,
ticketing,Ticket Comments,PUT,/api/v2/tickets/{ticket_id}/comments/{ticket_comment_id}/make_private,MakeTicketCommentPrivate,Make Comment Private,,,
ticketing,Ticket Comments,PUT,/api/v2/tickets/{ticket_id}/comments/{ticket_comment_id}/redact,RedactStringInComment,Redact String in Comment,,,
ticketing,Ticket Content Pins,GET,/api/v2/ticket_content_pins,ListTicketContentPins,List Ticket Content Pins,,,
ticketing,Ticket Content Pins,POST,/api/v2/ticket_content_pins,CreateTicketContentPin,Create Ticket Content Pin,,,
ticketing,Ticket Content Pins,DELETE,/api/v2/ticket_content_pins/{content_pin_id},DeleteTicketContentPin,Delete Content Pin from Ticket,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields,ListTicketFields,List Ticket Fields,cursor,,
ticketing,Ticket Fields,POST,/api/v2/ticket_fields,CreateTicketField,Create Ticket Field,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/count,CountTicketFields,Count Ticket Fields,,,
ticketing,Ticket Fields,PUT,/api/v2/ticket_fields/reorder,ReorderTicketFields,Reorder Ticket Fields,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/show_many,ShowManyTicketFields,Show Many Ticket Fields,,,
ticketing,Ticket Fields,DELETE,/api/v2/ticket_fields/{ticket_field_id},DeleteTicketField,Delete Ticket Field,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id},ShowTicketfield,Show Ticket Field,,,
ticketing,Ticket Fields,PUT,/api/v2/ticket_fields/{ticket_field_id},UpdateTicketField,Update Ticket Field,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id}/options,ListTicketFieldOptions,List Ticket Field Options,,,
ticketing,Ticket Fields,POST,/api/v2/ticket_fields/{ticket_field_id}/options,CreateOrUpdateTicketFieldOption,Create or Update Ticket Field Option,,,
ticketing,Ticket Fields,DELETE,/api/v2/ticket_fields/{ticket_field_id}/options/{ticket_field_option_id},DeleteTicketFieldOption,Delete Ticket Field Option,,,
ticketing,Ticket Fields,GET,/api/v2/ticket_fields/{ticket_field_id}/options/{ticket_field_option_id},ShowTicketFieldOption,Show Ticket Field Option,,,
ticketing,Ticket Form Statuses,GET,/api/v2/ticket_form_statuses,ListTicketFormStatuses,List Ticket Form Statuses,,,
ticketing,Ticket Form Statuses,GET,/api/v2/ticket_form_statuses/show_many,ShowManyTicketFormStatuses,Show Many Ticket Form Statuses,,,
ticketing,Ticket Form Statuses,DELETE,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,DeleteTicketFormStatuses,Delete Ticket Form Statuses,,,
ticketing,Ticket Form Statuses,DELETE,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses/{ticket_form_status_id},DeleteTicketFormStatusById,Delete Ticket Form Status By Id,,,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms,ListTicketForms,List Ticket Forms,dual,,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms,CreateTicketForm,Create Ticket Form,,,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/reorder,ReorderTicketForms,Reorder Ticket Forms,,,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/show_many,ShowManyTicketForms,Show Many Ticket Forms,,,
ticketing,Ticket Forms,DELETE,/api/v2/ticket_forms/{ticket_form_id},DeleteTicketForm,Delete Ticket Form,,,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/{ticket_form_id},ShowTicketForm,Show Ticket Form,,,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id},UpdateTicketForm,Update Ticket Form,,,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms/{ticket_form_id}/clone,CloneTicketForm,Clone an Already Existing Ticket Form,,,
ticketing,Ticket Forms,GET,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,TicketFormTicketFormStatuses,List Ticket Form Statuses of a Ticket Form,,,
ticketing,Ticket Forms,POST,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,CreateTicketFormStatuses,Create Ticket Form Statuses,,,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses,UpdateTicketFormStatuses,Bulk Update Ticket Form Statuses of a Ticket Form,,,
ticketing,Ticket Forms,PUT,/api/v2/ticket_forms/{ticket_form_id}/ticket_form_statuses/{ticket_form_status_id},UpdateTicketFormStatusById,Update Ticket Form Status By Id,,,
ticketing,Ticket Import,POST,/api/v2/imports/tickets,TicketImport,Ticket Import,,,
ticketing,Ticket Import,POST,/api/v2/imports/tickets/create_many,TicketBulkImport,Ticket Bulk Import,,,
ticketing,Ticket Metric Events,GET,/api/v2/incremental/ticket_metric_events,ListTicketMetricEvents,List Ticket Metric Events,,,
ticketing,Ticket Metrics,GET,/api/v2/ticket_metrics,ListTicketMetrics,List Ticket Metrics,cursor,,
ticketing,Ticket Metrics,GET,/api/v2/ticket_metrics/{ticket_metric_id},ShowTicketMetrics,Show Ticket Metrics,,,
ticketing,Ticket Metrics,GET,/api/v2/tickets/{ticket_id}/metrics,ShowTicketMetricsByTicket,Show Ticket Metrics By Ticket,,,
ticketing,Ticket Skips,GET,/api/v2/skips,ListSkips,List All Skips,,,
ticketing,Ticket Skips,POST,/api/v2/skips,RecordNewSkip,Record a New Skip for the Current User,,,
ticketing,Ticket Skips,GET,/api/v2/tickets/{ticket_id}/skips,ListTicketSkipsByTicket,List Ticket Skips By Ticket,,,
ticketing,Ticket Skips,GET,/api/v2/users/{user_id}/skips,ListTicketSkips,List Ticket Skips,,,
ticketing,Tickets,GET,/api/v2/deleted_tickets,ListDeletedTickets,List Deleted Tickets,dual,,
ticketing,Tickets,DELETE,/api/v2/deleted_tickets/destroy_many,BulkPermanentlyDeleteTickets,Delete Multiple Tickets Permanently,,,
ticketing,Tickets,PUT,/api/v2/deleted_tickets/restore_many,BulkRestoreDeletedTickets,Restore Previously Deleted Tickets in Bulk,,,
ticketing,Tickets,DELETE,/api/v2/deleted_tickets/{ticket_id},DeleteTicketPermanently,Delete Ticket Permanently,,,
ticketing,Tickets,PUT,/api/v2/deleted_tickets/{ticket_id}/restore,RestoreDeletedTicket,Restore a Previously Deleted Ticket,,,
ticketing,Tickets,GET,/api/v2/organizations/{organization_id}/tickets,ListOrganizationTickets,List Organization Tickets,,,
ticketing,Tickets,GET,/api/v2/organizations/{organization_id}/tickets/count,CountOrganizationTickets,Count Organization Tickets,,,
ticketing,Tickets,GET,/api/v2/problems,ListTicketProblems,List Ticket Problems,dual,,
ticketing,Tickets,POST,/api/v2/problems/autocomplete,AutocompleteProblems,Autocomplete Problems,,,
ticketing,Tickets,GET,/api/v2/tickets,ListTickets,List Tickets,dual,,yes
ticketing,Tickets,POST,/api/v2/tickets,CreateTicket,Create Ticket,,,yes
ticketing,Tickets,GET,/api/v2/tickets/count,CountTickets,Count Tickets,,,
ticketing,Tickets,POST,/api/v2/tickets/create_many,TicketsCreateMany,Create Many Tickets,,,
ticketing,Tickets,DELETE,/api/v2/tickets/destroy_many,BulkDeleteTickets,Bulk Delete Tickets,,,
ticketing,Tickets,PUT,/api/v2/tickets/mark_many_as_spam,MarkManyTicketsAsSpam,Bulk Mark Tickets as Spam,,,
ticketing,Tickets,GET,/api/v2/tickets/messaging/conversations/{conversation_id}/ticket,ShowTicketByMessagingConversationId,Show Ticket by Messaging Conversation ID,,,
ticketing,Tickets,GET,/api/v2/tickets/recent,ListRecentTickets,List Recent Tickets,,,
ticketing,Tickets,GET,/api/v2/tickets/show_many,TicketsShowMany,Show Multiple Tickets,,,yes
ticketing,Tickets,PUT,/api/v2/tickets/update_many,TicketsUpdateMany,Update Many Tickets,,,
ticketing,Tickets,DELETE,/api/v2/tickets/{ticket_id},DeleteTicket,Delete Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id},ShowTicket,Show Ticket,,,yes
ticketing,Tickets,PUT,/api/v2/tickets/{ticket_id},UpdateTicket,Update Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/collaborators,ListTicketCollaborators,List Collaborators for a Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/email_ccs,ListTicketEmailCCs,List Email CCs for a Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/followers,ListTicketFollowers,List Followers for a Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/incidents,ListTicketIncidents,List Ticket Incidents,,,
ticketing,Tickets,PUT,/api/v2/tickets/{ticket_id}/mark_as_spam,MarkTicketAsSpamAndSuspendRequester,Mark Ticket as Spam and Suspend Requester,,,
ticketing,Tickets,POST,/api/v2/tickets/{ticket_id}/merge,MergeTicketsIntoTargetTicket,Merge Tickets into Target Ticket,,,
ticketing,Tickets,GET,/api/v2/tickets/{ticket_id}/related,TicketRelatedInformation,Ticket Related Information,,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/assigned,ListUserAssignedTickets,List User Assigned Tickets,,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/assigned/count,CountUserAssignedTickets,Count User Assigned Tickets,,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/ccd,ListUserCCDTickets,List User CCD Tickets,,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/ccd/count,CountUserCCDTickets,Count User CCD Tickets,,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/followed,ListUserFollowedTickets,List User Followed Tickets,dual,,
ticketing,Tickets,GET,/api/v2/users/{user_id}/tickets/requested,ListUserRequestedTickets,List User Requested Tickets,dual,,yes
